,phrase_id,doc_id,text,lemma
1541,422929,101314,hrabstwie Cambridgeshire,hrabstwo Cambridgeshire
1542,422930,101314,dystrykcie South Cambridgeshire,dystrykt South Cambridgeshire
1544,422936,101315,hrabstwie Dorset,hrabstwo Dorset
1547,422942,101318,Sztabu Generalnego Armii Włoskiej,Sztab Generalny Armii Włoskiej
1548,53220,101318,Sztabu Generalnego,Sztab Generalny
1549,307705,101318,bitwie pod Caporetto,bitwa pod Caporetto
1550,53221,101318,Armii Włoskiej,Armia Włoska
1552,422944,101318,generała Armando Diaza,generał Armando Diaza
1556,51441,101319,Forda Taunusa,Ford Taunus
1560,51458,101319,Saaba 96,Saab 96
1564,52042,101320,klasy S,klasa S
1571,423018,101321,województwie małopolskim,województwo małopolskie
1572,423021,101321,województwa nowosądeckiego,województwo nowosądeckie
1573,423019,101321,powiecie limanowskim,powiat limanowski
1574,51941,101321,Ochotniczej Straży Pożarnej,Ochotnicza Straż Pożarna
1575,423020,101321,gminie Limanowa,gmina Limanowa
1577,53225,101322,św. Jana,św. Jan
1580,423027,101322,powiecie krasnostawskim,powiat krasnostawski
1581,51986,101322,Pocztę Polską,Poczta Polska
1583,423028,101322,gminie Izbica,gmina Izbica
1584,308083,101322,powstania Chmielnickiego,powstanie Chmielnickiego
1587,423034,101323,województwa włocławskiego,województw włocławskie
1593,423038,101324,powiecie brzeskim,powiat brzesk
1594,423039,101324,gminie Grodków,gmina Grodków
1597,423043,101325,powiecie ryckim,powiat rycki
1598,423044,101325,gminie Ryki,gmina Ryki
1600,51975,101326,Krytycznej listy roślin naczyniowych Polski,Krytyczna lista roślin naczyniowych Polski
1605,423061,101327,braci Blues,bracia Blues
1606,423063,101328,technologii Oracle,technologia Oracle
1608,423066,101329,hamowania elektrodynamicznego,hamowanie elektrodynamiczne
1609,423068,101329,hamowania rekuperacyjnego,hamowanie rekuperacyjne
1610,423067,101329,tarcz hamulcowych,tarcze hamulcowe
1613,423075,101330,Indywidualnego Mistrza Rosji Juniorów,Indywidualny Mistrz Rosji Juniorów
1614,307711,101330,Speedway Polonii Piła,Speedway Polonia Piła
1620,53228,101331,Gienricha Jagody,Gienricha Jagoda
1621,52008,101331,Wydziału Kadr,Wydział Kadr
1623,423080,101331,Krwawego Karła,Krwawy Karzeł
1628,52065,101333,Planu Czteroletniego,Plan Czteroletni
1631,423094,101333,ministra skarbu Eugeniusza Kwiatkowskiego,minister skarbu Eugeniusz Kwiatkowski
1632,52069,101333,Eugeniusza Kwiatkowskiego,Eugeniusz Kwiatkowski
1633,423096,101333,niezależności gospodarczej,niezależność gospodarcza
1635,423110,101335,sołectwa Kłączno,sołectwo Kłączno
1637,423111,101335,województwa słupskiego,województwo słupskie
1638,423105,101335,Pojezierzu Bytowskim,Pojezierze Bytowskie
1639,423106,101335,województwie pomorskim,województwo pomorskie
1640,423107,101335,powiecie bytowskim,powiat bytowski
1641,423108,101335,gminie Studzienice,gmina Studzienice
1642,423109,101335,jeziora Małego,jezioro Małe
1646,425064,101336,kopuł pancernych,kopuły pancerne
1648,425069,101338,brązowego medalu,brązowy medal
1649,425068,101338,Mistrzostw Świata,Mistrzostwa Świata
1660,425090,101341,rodziny karpiowatych,rodzina karpiowatych
1665,425096,101343,Akademii Krakowskiej,Akademia Krakowska
1666,425098,101343,Jana III Sobieskiego,Jan III Sobieski
1667,66556,101343,Jakuba Haura,Jakub Haur
1669,66578,101343,Stanisława Skarszowskiego,Stanisław Skarszowski
1670,425100,101343,Marcinem Winklerem,Marcin Winkler
1671,66581,101343,Andrzejowi Morsztynowi,Andrzej Morsztyn
1672,425101,101343,Wojciechem Kazimierzem Rezlerem,Wojciech Kazimierz Rezler
1673,66559,101343,Anny Marii z domu Petardówny,Anna Maria z domu Petardówny
1676,66590,101343,Janowi III Sobieskiemu,Jan III Sobieski
1678,66562,101343,Zygmunta III Wazy,Zygmunt III Waza
1679,66572,101343,Stanisławem Kralem,Stanisław Kral
1682,54719,101344,św. Katarzyny,św. Katarzyna
1683,307719,101344,wojny głodowej,wojna głodowa
1684,425114,101344,J. Pipera,J. Piper
1685,54715,101344,Henryka Laberyka,Henryk Laberyk
1686,425113,101344,Christiana Beniamina Szultza,Christian Beniamin Szultz
1687,307718,101344,wojny trzynastoletniej,wojna trzynastoletnia
1688,425110,101344,województwa elbląskiego,województwo elbląskie
1693,425112,101344,Andrzeja von Hattena,Andrzej von Hatten
1697,425107,101344,powiecie lidzbarskim,powiat lidzbarski
1700,425108,101344,gminie Orneta,gmina Orneta
1701,54737,101344,Piotra Kolberga,Piotr Kolberg
1703,425120,101345,województwa sieradzkiego,województwo sieradzkie
1704,425118,101345,powiecie poddębickim,powiat poddębicki
1705,425119,101345,gminie Poddębice,gmina Poddębice
1708,425127,101346,Kresów Wschodnich,Kresy Wschodnie
1709,425125,101346,powiecie brzeskim,powiat brzeski
1710,425126,101346,gminie Olszanka,gmina Olszanka
1712,425134,101347,województwa siedleckiego,województwo siedleckie
1713,425132,101347,powiecie garwolińskim,powiat garwoliński
1714,425133,101347,gminie Trojanów,gmina Trojanów
1716,425139,101348,województwa ciechanowskiego,województwo ciechanowskie
1717,425137,101348,powiecie mławskim,powist mławski
1718,425138,101348,gminie Wieczfnia Kościelna,gmina Wieczfnia Kościelna
1720,425141,101349,województwie podlaskim,województwo podlaskie
1721,425145,101349,województwa białostockiego,województwo białostockie
1722,425143,101349,powiecie sokólskim,powiat sokólski
1723,425144,101349,gminie Janów,gmina Janów
1724,307730,101350,pierwszej wojnie światowej,pierwsza wojna światowa
1739,425157,101351,TVN Faktów,TVN Fakty
1746,425167,101352,Willa Wrighta,Will Wright
1755,54886,101353,Andrzeja Folwarcznego,Andrzej Folwarczny
1756,425182,101353,Edwarda J. Phillipsa,Edward J. Phillips
1759,54892,101353,Jana Glesingera,Jan Glesinger
1762,54880,101353,Starego Cmentarza Żydowskiego,Stary Cmentarz Żydowski
1764,54914,101353,Jakoba Gartnera,Jakob Gartner
1765,425183,101353,Tadeusza J. Dordy,Tadeusz J. Dorda
1766,425176,101353,Naczelnego Sądu Administracyjnego w Wiedniu,Naczelny Sąd Administracyjny w Wiedniu
1767,54888,101353,Naczelnego Sądu Administracyjnego,Naczelny Sąd Administracyjny
1768,54915,101353,Starym Cmentarzu,Stary Cmentarz
1770,307754,101354,Pucharu Polski,Puchar Polski
1771,307753,101354,Mistrzostw Europy,Mistrzostwa Europy
1774,307747,101354,Turowie Zgorzelec,Turów Zgorzelec
1775,307746,101354,Zagłębiu Sosnowiec,Zagłębie Sosnowiec
1776,307745,101354,Anwilu Włocławek,Anwil Włocławek
1777,307744,101354,Asseco Prokomu Gdynia,Asseco Prokom Gdynia
1778,425203,101355,profesora Briana O'Kelly'ego,profesor Briana O'Kelly
1779,54999,101355,Briana O'Kelly'ego,Brian O'Kelly
1780,425204,101355,Instytutu Archeologii z College University,Instytut Archeologii z College University
1781,55000,101355,Instytutu Archeologii,Instytut Archeologii
1783,54982,101355,Pałacem nad Boyne,Pałac nad Boyne
1784,425205,101355,rzeki Boyne,rzeka Boyne
1788,425207,101355,hrabstwie Meath,hrabstwo Meath
1791,55012,101356,Augusta Haertiga,August Haertig
1796,55015,101356,Franciszka Chełmińskiego,Franciszek Chełmiński
1800,307760,101357,Realu Saragossa,Real Saragossa
1801,307770,101357,Mistrzostwach Świata 2006,Mistrzostwa Świata 2006
1803,307771,101357,Mistrzostwach Europy 2008,Mistrzostwa Europy 2008
1804,425220,101357,Mistrzostwach Europy,Mistrzostwa Europy
1805,307769,101357,Mistrzostwach Świata 2010,Mistrzostwa Świata 2010
1806,55057,101357,Jose Manuela,Jose Manuel
1808,55045,101357,Samuelem Eto'o,Samuel Eto'o
1810,55088,101358,Johna Hustona,John Huston
1812,55103,101358,Arabii Saudyjskiej,Arabia Saudyjska
1814,425239,101360,Stowarzyszenia Pisarzy Polskich,Stowarzyszenie Pisarzy Polskich
1816,425238,101360,Społecznego Komitetu Pamięci Marszałka Józefa Piłsudskiego w Łodzi,Społeczny Komitet Pamięci Marszałka Józefa Piłsudskiego w Łodzi
1817,55159,101360,Społecznego Komitetu Pamięci Marszałka Józefa Piłsudskiego,Społeczny Komitet Pamięci Marszałka Józefa Piłsudskiego
1818,308465,101360,Wydziale Prawa Uniwersytetu Łódzkiego,Wydział Prawa Uniwersytetu Łódzkiego
1819,55144,101360,Wydziale Prawa,Wydział Prawa
1820,425231,101360,Konspiracyjnego Wojska Polskiego,Konspiracyjne Wojsko Polskie
1821,55142,101360,Armii Krajowej,Armia Krajowa
1822,55130,101360,Józefa Piłsudskiego,Józef Piłsudski
1825,55132,101360,Jerzego Kropiwnickiego,Jerzy Kropiwnicki
1826,425235,101360,Związku Młodych Demokratów,Związek Młodych Demokratów
1827,425232,101360,Stanisława Sojczyńskiego,Stanisław Sojczyński
1829,425233,101360,Ruchu Obrony Praw Człowieka i Obywatela,Ruch Obrony Praw Człowieka i Obywatela
1830,425234,101360,Rady ZINO,Rada ZINO
1831,425236,101360,Konfederacji Polski Niepodległej,Konfederacjaa Polski Niepodległej
1832,55150,101360,Rady Politycznej,Rada Polityczna
1841,55185,101361,T. Kościuszki,T. Kościuszko
1843,55183,101361,Politechniki Śląskiej,Politechnika Śląska
1847,309604,101362,Jezusa Chrystusa,Jezus Chrystus
1848,55500,101362,Pisma Świętego,Pismo Święte
1850,55532,101362,Międzynarodowego Stowarzyszenia Badaczy Pisma Świętego,Międzynarodowe Stowarzyszenie Badaczy Pisma Świętego
1851,308096,101362,Hetmańskiej 20/7,hetmańska 20/7
1853,55536,101362,"Świeckim Ruchem Misyjnym ""Epifania""","Świecki Ruch Misyjny ""Epifania"""
1856,55508,101362,Badaczy Pisma Świętego,Badacze Pisma Świętego
1857,55526,101362,Wincentego Kina,Wincenty Kin
1863,55541,101362,Ministerstwie Spraw Wewnętrznych i Administracji,Ministerstwo Spraw Wewnętrznych i Administracji
1864,55540,101362,Urzędzie do Spraw Wyznań,Urząd do Spraw Wyznań
1869,55511,101362,Charlesa Taze Russella,Charles Taze Russell
1871,425263,101363,fabryce Volkswagena w Wolfsburgu,fabryka Volkswagena w Wolfsburgu
1873,425262,101363,niemiecką firmę Audi,niemiecka firma Audi
1875,425268,101364,prowincji Saare,prowincja Saare
1876,425269,101364,gminie Kaarma,gmina Kaarma
1878,425273,101365,rezerwatu przyrody Jaworzyna,rezerwat przyrody Jaworzyna
1879,425274,101365,Doliny Wapienicy,Dolina Wapienicy
1882,55595,101365,Beskidu Śląskiego,Beskid Śląski
1883,425275,101365,paśmie Błotnego,pasmo Błotny
1888,425282,101366,społeczeństwa informacyjnego,społeczeństwo informacyjne
1889,55610,101366,Rady Informatyzacji,Rada Informatyzacji
1891,55611,101367,Rejon abzieliłowski,rejon abzieliłowski
1899,307794,101369,Pucharze Intertoto,Puchar Intertoto
1904,425309,101371,gminie Notodden,gmina Notodden
1906,425315,101372,retencją szaty roślinnej,retencja szaty roślinnej
1907,425316,101372,retencją glebową i gruntową,retencja glebowa i gruntowa
1908,425314,101372,środowisku biotycznym,środowisko biotyczne
1912,425325,101373,HLR Specyfikacja 3GPP TS 23.002 V4.8.0,HLR  Specyfikacja 3GPP TS 23.002 V4.8.0
1915,425320,101373,karty SIM,karta SIM
1916,425321,101373,sieci GSM,sieć GSM
1920,425334,101374,broni jądrowej,broń jądrowa
1921,425333,101374,lotnictwa wojskowego,lotnictwo wojskowe
1922,425335,101374,pocisków rakietowych,pociski rakietowe
1923,425344,101375,nazwy własnej,nazwa własna
1925,55722,101376,Zakładu Rolnego,Zakład Rolny
1927,425351,101376,powiaty bytowski,powiat bytowski
1928,55720,101376,Agencję Własności Rolnej,Agencja Własności Rolnej
1929,425352,101376,powiatem człuchowski,powiat człuchowski
1933,425349,101376,gminie Miastko,gmina Miastko
1934,425350,101376,wzgórzach morenowych,wzgórza morenowe
1937,425354,101377,Volkswagena Golfa,Volkswagen Golf
1941,425360,101378,województwie wielkopolskim,województwo wielkopolskim
1942,425363,101378,województwie pilskim,województwo pilskim
1943,425361,101378,powiecie wągrowieckim,powiat wągrowieckim
1944,425362,101378,gminie Gołańcz,gmina Gołańcz
1951,55800,101380,Tomem Jonesem,Tom Jones
1958,425379,101381,armię DRW,armia DRW
1960,55871,101382,Szosie Lubickiej,Szosa Lubicka
1963,55841,101382,na Skarpie,Na Skarpie
1966,425384,101382,osiedlem Na Skarpie,osiedle Na Skarpie
1968,55826,101382,Lubiczem Dolnym,Lubicz Dolny
1969,55848,101382,Straży Pożarnej,Straż Pożarna
1972,425394,101383,Polskiego Komitetu ds. UNESCO,Polski Komitet ds. UNESCO
1973,55887,101383,Konwencji o ochronie podwodnego dziedzictwa kulturowego,Konwencja o ochronie podwodnego dziedzictwa kulturowego
1975,425393,101383,Konwencji o prawie morza,Konwencja o prawie morza
1977,55919,101384,Gruzińskiej SRR,Gruziński SRR
1982,55929,101384,Związku Radzieckiego,Związek Radziecki
1985,425399,101384,Igrzysk Olimpijskich w 1980,Igrzyska Olimpijskie w 1980
1987,425408,101385,stanie Ohio,stan Ohio
1988,425413,101386,regionu Streymoy,region Streymoy
1989,425412,101386,gminie Vestmanna kommuna,gmina Vestmanna kommuna
1991,425410,101386,wyspie Streymoy,wyspa Streymoy
1993,55951,101386,Ludzi Zachodu,Ludze Zachodu
1994,425411,101386,archipelagu Wysp Owczych,archipelag Wysp Owczych
1996,55941,101386,Wysp Owczych,Wyspy Owcze
2003,425418,101387,lidze NHL,liga NHL
2006,425416,101387,stanie Michigan,stan Michigan
2011,425431,101389,sołectwa Nowa Wieś Człuchowska,sołectwo Nowa Wieś Człuchowska
2013,425432,101389,województwie słupskim,województwo słupskie
2015,425429,101389,powiecie człuchowskim,powiat człuchowski
2016,425430,101389,gminie Przechlewo,gmina Przechlewo
2017,425720,101390,rodzinie ogórecznikowatych,rodzina ogórecznikowatych
2018,425721,101390,grupy wierzchotek jednoramiennych,grupa wierzchotek jednoramiennych
2020,56028,101391,Stanów Zjednoczonych,Stany Zjednoczone
2022,425803,101391,carskiej Rosji,carska Rosja
2023,425805,101391,Związku Radzieckim,Związek Radziecki
2026,425871,101392,pliku wyzerowanego,plik wyzerowany
2027,425872,101392,operatorem potoku,operator potoku
2040,306429,101394,Bzury Ozorków,Bzura Ozorków
2041,425897,101394,Resursie Łódź,Resurs Łódź
2042,425901,101394,Mistrzostwach Europy Juniorów w Poznaniu w 1992 roku,Mistrzostwa Europy Juniorów w Poznaniu w 1992 roku
2044,306430,101394,Skry Bełchatów,Skra Bełchatów
2047,307815,101394,Serii A,Seria A
2048,307817,101394,Polskiej Ligi Siatkówki,Polska Liga Siatkówki
2049,425903,101394,I ligi,I liga
2050,425907,101394,Jacka Nawrockiego,Jacek Nawrocki
2052,425911,101395,kotem arabskim,kot arabski
2054,425918,101396,promieniowaniem kosmicznym,promieniowanie kosmiczne
2055,425920,101396,fizyki anatomicznej,fizyka anatomiczna
2056,67484,101396,promieni X,promienie X
2059,425915,101396,Departamentu Nauk Przyrodniczych UNESCO,Departament Nauk Przyrodniczych UNESCO
2060,56447,101396,Departamentu Nauk Przyrodniczych,Departament Nauk Przyrodniczych
2062,425929,101398,sołectwa Chrzan,sołectwo Chrzan
2063,425926,101398,województwie wielkopolskim,województwo wielkopolskie
2064,425930,101398,województwa kaliskiego,województwo kaliskie
2065,425927,101398,powiecie jarocińskim,powiat jarociński
2066,425928,101398,gminie Żerków,gmina Żerków
2068,425933,101399,Formule 1,Formuła 1
2072,425943,101401,stanie Kentucky,stan Kentucky
2073,425944,101401,Izbie Reprezentantów Stanów Zjednoczonych,Izba Reprezentantów Stanów Zjednoczonych
2074,56492,101401,Izbie Reprezentantów,Izba Reprezentantów
2075,56489,101401,Partii Demokratycznej,Partia Demokratyczna
2076,425949,101402,Grochowskiej lokomotywowni,Grochowska lokomotywownia
2077,425946,101402,lokomotywy elektrycznej,lokomotywa elektryczna
2081,425953,101403,Południowoafrykańskich Sił Powietrznych,Południowoafrykańskie Siły Powietrzne
2082,67511,101404,Skwer im. W. Strzemińskiego,skwer im. W. Strzemińskiego
2083,67510,101404,Park im. Jana Kilińskiego,park im. Jana Kilińskiego
2085,305727,101404,Jana Kilińskiego,Jan Kiliński
2087,67517,101404,W. Strzemińskiego,W. Strzemiński
2091,425954,101404,Poczty Głównej,Poczta Główna
2097,67506,101404,Łódzkiego Tramwaju Regionalnego,Łódzki Tramwaj Regionalny
2098,67528,101404,placem Kościelnym,plac Kościelny
2100,56534,101405,Osiedle XXV-lecia PRL,osiedle XXV-lecia PRL
2107,56566,101406,Carskim Siole,Carskie Sioło
2108,56560,101406,Władysława Andersa,Władysław Anders
2109,425973,101406,Orderem Virtuti Militari V klasy,Order Virtuti Militari V klasy
2110,56572,101406,Orderem Virtuti Militari,Order Virtuti Militari
2111,425971,101406,rotmistrza Konstantego Plisowskiego,rotmistrz Konstanty Plisowski
2112,56570,101406,Samoobrony Wileńskiej,Samoobrona Wileńska
2113,56559,101406,Konstantego Plisowskiego,Konstanty Plisowski
2115,56569,101406,12 pułku huzarów,12 pułk huzarów
2116,56574,101406,2 pułku szwoleżerów,2 pułk szwoleżerów
2117,425975,101406,Wileńskiej Brygady Kawalerii,Wileńska Brygada Kawalerii
2120,56599,101407,Polsko-Niemieckiej Nagrody Dziennikarskiej,Polsko-Niemiecka Nagroda Dziennikarska
2124,56596,101407,Fundację Roberta Boscha,Fundacja Roberta Boscha
2125,56624,101407,Roberta Boscha,Robert Bosch
2127,56580,101407,Unii Europejskiej,Unia Europejska
2128,56597,101407,Fundację Współpracy Polsko-Niemieckiej,Fundacja Współpracy Polsko-Niemieckiej
2130,56585,101407,Meklemburgii-Pomorza Przedniego,Meklemburgia-Pomorze Przednie
2134,426011,101408,bomb FAB-500,bomba FAB-500
2137,56644,101409,Nowego Rynku,Nowy Rynek
2139,56653,101409,Kościoła Zielonoświątkowego,Kościół Zielonoświątkowy
2142,56634,101409,Prymasa S. Wyszyńskiego,Prymas S. Wyszyński
2147,426043,101410,siły nabywczej dochodu,siła nabywcza dochodu
2149,426052,101411,sejmie grodzieńskim,sejm grodzieński
2150,426055,101411,powstania kościuszkowskiego,powstanie kościuszkowskie
2151,426051,101411,Rady Nieustającej,Rada Nieustająca
2152,426046,101411,Stanisława Augusta Poniatowskiego,StanisławaAugust Poniatowski
2153,426048,101411,Jakoba Sieversa,Jakob Sievers
2154,56665,101411,Osipa Igelströma,Osip Igelström
2155,426054,101411,Gazetę Krajową,Gazeta Krajowa
2159,56680,101412,Dolnej Saksonii,Dolna Saksonia
2160,426067,101413,prefekturze Akita,prefektura Akita
2161,426066,101413,wyspie Honsiu,wyspa Honsiu
2163,426072,101414,energię ciśnienia,energia ciśnienia
2170,426076,101415,stanie Nevada,stan Nevada
2178,426088,101416,Kongresu Stanów Zjednoczonych,Kongres Stanów Zjednoczonych
2183,56717,101416,Partią Demokratyczną,Partia Demokratyczna
2187,426099,101418,samoloty RWD-8,samolot RWD-8
2188,56735,101418,Armii Kraków,Armia Kraków
2191,67594,101419,Republiki Chińskiej,Republika Chińska
2192,426103,101419,Narodowym Uniwersytecie Tajwańskim w Tajpej,Narodowy Uniwersytet Tajwański w Tajpej
2194,67556,101419,Narodowym Uniwersytecie Tajwańskim,Narodowy Uniwersytet Tajwański
2195,67574,101419,Uniwersytetu Soochow,Uniwersytet Soochow
2198,426106,101419,Narodowego Uniwersytetu Tsing Hua w Xinzhu,Narodowy Uniwersytet Tsing Hua w Xinzhu
2199,67564,101419,Narodowego Uniwersytetu Tsing Hua,Narodowy Uniwersytet Tsing Hua
2200,426102,101419,prowincji Hunan,prowincja Hunan
2201,67569,101419,Vincenta Siewa,Vincent Siew
2209,426126,101422,Ziem Odzyskanych,Ziemie Odzyskane
2210,426123,101422,woj. olsztyńskim,woj. olsztyńskie
2213,426142,101423,rzeką Biała Elstera,rzeka Biała Elstera
2215,56797,101423,Stanisława Augusta,Stanisław August
2216,426141,101423,powiecie Lipsk Land,powiat Lipsk Land
2220,426148,101424,stanu Karolina Północna,stan Karolina Północna
2222,56810,101424,Partii Republikańskiej,Partia Republikańska
2224,426173,101426,Mistrzostwach Świata w Piłce Nożnej 2010,Mistrzostwa Świata w Piłce Nożnej 2010
2228,307848,101426,Grupy A,Grupa A
2229,306402,101426,Krylją Sowietow Samara,Krylja Sowietow Samara
2230,306394,101426,Tereka Grozny,Terek Grozny
2239,426183,101429,steków wołowych,stek wołowy
2240,426180,101429,sosu holenderskiego,sos holenderski
2243,56878,101431,Ottona III,Otton III
2244,309576,101431,Matki Bożej Gromnicznej,Matka Boża Gromniczna
2246,56885,101431,Ottona I Wielkiego,Otton I Wielki
2249,426185,101431,lilii heraldycznej,lilia heraldyczna
2250,56897,101431,Złotej Madonny,Złota Madonna
2251,426203,101432,A.W. Newmana,A.W. Newman
2253,426197,101432,hrabstwie East Pilbara,hrabstwo East Pilbara
2254,426199,101432,rudy żelaza,ruda żelaza
2256,56923,101434,Leony Lewis,Leona Lewis
2258,426219,101434,albumu Spirit,album Spirit
2268,426258,101436,powiatu dubieńskiego,powiat dubieński
2270,426259,101436,woj. wołyńskim,woj. wołyńskie
2271,426253,101436,woj. wołyńskim,woj. wołyńskiw
2272,426262,101436,powiatu łuckiego,powiat łucki
2283,57055,101439,Lexusa IS,Lexus IS
2285,57034,101439,Roverze 75,Rover 75
2297,426318,101440,mistrzostw RFN,mistrzostwa RFN
2300,426323,101441,Rady Miasta Odessy,Rada Miasta Odessy
2301,57085,101441,Rady Miasta,Rada Miasta
2304,426326,101442,Igrzyskach Olimpijskich w Pekinie,Igrzyska Olimpijskie w Pekinie
2306,306383,101444,Manchesterem United,Manchester United
2311,57342,101444,Craiga Gordona,Craig Gordon
2312,57352,101445,Busha juniora,Bush junior
2314,427571,101445,Biura Fotografii Białego Domu,Biuro Fotografii Białego Domu
2316,57356,101445,Biura Fotografii,Biuro Fotografii
2317,57370,101445,Białego Domu,Biały Dom
2319,427572,101445,George'a W. Busha,George W. Bush
2323,427591,101446,Złotym Krzyżem Zasługi,Złoty Krzyż Zasługi
2324,427582,101446,Zakładu Usług Techniczno-Handlowych Polmex w Kaliszu,Zakład Usług Techniczno-Handlowych Polmex w Kaliszu
2325,57385,101446,Zakładu Usług Techniczno-Handlowych Polmex,Zakład Usług Techniczno-Handlowych Polmex
2326,427584,101446,Komisji Stosunków Gospodarczych z Zagranicą,Komisja Stosunków Gospodarczych z Zagranicą
2328,427590,101446,Unii Pracy,Unia Pracy
2329,57386,101446,Sojuszu Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej
2330,57394,101446,Komisji Nadzwyczajnej do zbadania zasadności zarzutów Najwyższej Izby Kontroli w stosunku do niektórych byłych ministrów współpracy gospodarczej z zagranicą,Komisja Nadzwyczajna do zbadania zasadności zarzutów Najwyższej Izby Kontroli w stosunku do niektórych byłych ministrów współpracy gospodarczej z zagranicą
2331,427585,101446,Komisji Nadzwyczajnej,Komisja Nadzwyczajna
2332,427586,101446,Najwyższej Izby Kontroli,Najwyższa Izba Kontroli
2334,427587,101446,Komisji Integracji Europejskiej,Komisja Integracji Europejskiej
2335,427588,101446,Komisji Zdrowia,Komisja Zdrowia
2336,427589,101446,Komisji Nadzwyczajnej do Rozpatrzenia Pilnego Rządowego Oraz Poselskiego Projektów Ustaw o Zamówieniach Publicznych,Komisja Nadzwyczajna do Rozpatrzenia Pilnego Rządowego Oraz Poselskiego Projektów Ustaw o Zamówieniach Publicznych
2339,427602,101448,Państwowej Akademii Umiejętności,Państwowa Akademia Umiejętności
2340,427600,101448,anatomii patologicznej,anatomia patologiczna
2341,57417,101448,Polskiego Tygodnika Lekarskiego,Polski Tygodnik Lekarski
2342,57421,101448,Technikę sekcji zwłok z 297 rysunkami,Technika sekcji zwłok z 297 rysunkami
2343,427605,101448,Zakładu Patologii Doświadczalnej PAN,Zakład Patologii Doświadczalnej PAN
2344,57416,101448,Zakładu Patologii Doświadczalnej,Zakład Patologii Doświadczalnej
2345,427601,101448,Akademii Medycznej,Akademia Medyczna
2346,427603,101448,Państwowej Akademii Nauk,Państwowa Akademia Nauk
2348,427604,101448,Polskiego Towarzystwa Anatomopatologicznego,Polskie Towarzystwo Anatomopatologiczne
2352,57426,101449,Kościół św. Mikołaja Biskupa,kościół św. Mikołaja Biskupa
2353,57423,101449,św. Mikołaja Biskupa,św. Mikołaj Biskup
2356,427614,101449,krzyża łacińskiego,krzyż łaciński
2358,427613,101449,diecezji zamojsko-lubaczowskiej,diecezja zamojsko-lubaczowska
2360,427616,101449,stylu późnoklasycystycznym,styl późnoklasycystyczny
2361,427621,101449,pielgrzymki Jana Pawła II do Polski,pielgrzymka Jana Pawła II do Polski
2363,309572,101449,MB Szkaplerznej,MB Szkaplerzna
2364,427612,101449,dekanatu grabowieckiego,dekanat grabowiecki
2365,427617,101449,księcia Ziemowita IV,książę Ziemowit IV
2366,57439,101449,Ziemowita IV,Ziemowit IV
2371,427618,101449,bp. Krzysztofa Święcickiego,bp. Krzysztof Święcicki
2372,57443,101449,Krzysztofa Święcickiego,Krzysztof Święcicki
2374,427625,101450,młodzieżowych mistrzostw Europy,młodzieżowe mistrzostwa Europy
2375,427628,101450,mistrzostw Polski seniorów,mistrzostwa Polski seniorów
2376,306365,101450,ZLKL-u Zielona Góra,ZLKL Zielona Góra
2378,427626,101450,mistrzostwach Polski juniorów,mistrzostwa Polski juniorów
2379,57475,101450,Zielonej Górze,Zielona Góra
2382,427635,101451,dworca Obywatelskiego,dworzec Obywatelski
2383,57499,101451,parkiem Piotrowskim,park Piotrowski
2385,427633,101451,rzeki Moskwy,rzeka Moskwa
2386,57500,101451,mostu Nowoarbatskiego,most Nowoarbatski
2388,57511,101452,Parafia św. Królowej Jadwigi,parafia św. Królowej Jadwigi
2389,57501,101452,św. Królowej Jadwigi,św. Królowa Jadwiga
2390,427645,101452,prymasa Józefa Glempa,prymas Józef Glemp
2391,57509,101452,Józefa Glempa,Józef Glemp
2392,57513,101452,dekanatu wrzesińskiego II,dekanat wrzesiński II
2395,57516,101453,linii kolejowej nr 317,linia kolejowa nr 317
2397,427648,101453,województwie dolnośląskim,województwo dolnośląskie
2398,427649,101453,powiecie oleśnickim,powiat oleśnicki
2399,427650,101453,gminie Dziadowa Kłoda,gmina Dziadowa Kłoda
2403,57526,101454,Komisji Szacunkowej Miejskiej,Komisja Szacunkowa Miejska
2404,57527,101454,Ministerstwa Skarbu,Ministerstwo Skarbu
2405,57524,101454,Komisji Szacunkowych Miejscowych,Komisja Szacunkowa Miejscowa
2407,57525,101454,Komisji Szacunkowych Głównych,Komisja Szacunkowa Główna
2409,57528,101454,marek polskich,marka polska
2410,67642,101454,kodeksu karnego,kodeks karny
2416,427678,101456,Igrzyskach Olimpijskich w Helsinkach 1952 roku,Igrzyska Olimpijskie w Helsinkach 1952 rok
2417,306345,101456,Igrzyskach Olimpijskich,Igrzyska Olimpijskie
2420,427676,101456,Stanisława Zalewskiego,Stanisław Zalewski
2421,427680,101456,wagi ciężkiej,waga ciężka
2433,427695,101458,Dziennej Gwiazdy,Dzienna Gwiazda
2436,57644,101459,Fundację na rzecz Nauki Polskiej,Fundacja na rzecz Nauki Polskiej
2439,57658,101462,Austriackiej Partii Ludowej,Austriacka Partia Ludowa
2441,57660,101462,Rady Narodowej,Rada Narodowa
2443,427718,101462,Ursuli Stenzel,Ursula Stenzel
2444,57664,101462,Podkomisji Bezpieczeństwa i Obrony,Podkomisja Bezpieczeństwa i Obrony
2445,427710,101462,Parlamentu Europejskiego,Parlament Europejski
2446,427721,101462,Delegacji do spraw stosunków z Półwyspem Koreańskim,Delegacja do spraw stosunków z Półwyspem Koreańskim
2447,57670,101462,Półwyspem Koreańskim,Półwysep Koreański
